3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
8	1	1
9	1	1
10	1	1
11	1	1
12	1	1
63	1	1
64	1	1
65	1	1
67	1	1
68	1	1
70	1	1
72	1	1
73	1	1
74	1	1
75	1	1
76	1	1
78	1	1
79	1	1
80	1	1
81	1	1
82	1	1
83	1	1
84	1	1
85	1	1
86	1	1
87	1	1
89	1	1
91	1	1
92	1	1
93	1	1
94	1	1
95	1	1
96	1	1
97	1	1
99	1	1
100	1	1
101	1	1
102	1	1
105	1	1
106	1	1
107	1	1
108	1	1
3	2	1
8	2	1
64	2	1
67	2	1
68	2	1
70	2	1
71	2	1
74	2	1
76	2	1
79	2	1
81	2	1
82	2	1
84	2	1
85	2	1
87	2	1
89	2	1
91	2	1
97	2	1
100	2	1
101	2	1
102	2	1
103	2	1
105	2	1
107	2	1
1	3	1
2	3	1
13	3	1
14	3	1
15	3	1
16	3	1
17	3	1
24	3	1
26	3	1
33	3	1
34	3	1
36	3	1
37	3	1
43	3	1
45	3	1
46	3	1
47	3	1
48	3	1
60	3	1
66	3	1
1	4	1
5	4	1
22	4	1
70	4	1
79	4	1
80	4	1
87	4	1
94	4	1
101	4	1
108	4	1
1	5	1
4	5	1
13	5	1
16	5	1
19	5	1
22	5	1
23	5	1
24	5	1
28	5	1
30	5	1
31	5	1
32	5	1
33	5	1
44	5	1
55	5	1
57	5	1
66	5	1
88	5	1
1	6	1
53	6	1
54	6	1
1	7	1
12	7	1
33	7	1
94	7	1
108	7	1
1	8	1
2	8	1
16	8	1
17	8	1
24	8	1
26	8	1
34	8	1
37	8	1
42	8	1
43	8	1
47	8	1
50	8	1
53	8	1
61	8	1
1	9	1
1	10	1
1	11	1
13	11	1
16	11	1
19	11	1
22	11	1
23	11	1
24	11	1
28	11	1
30	11	1
31	11	1
32	11	1
33	11	1
44	11	1
55	11	1
57	11	1
66	11	1
88	11	1
1	12	1
7	12	1
22	12	1
67	12	1
74	12	1
75	12	1
87	12	1
90	12	1
94	12	1
108	12	1
3	13	1
5	13	1
11	13	1
65	13	1
67	13	1
68	13	1
70	13	1
74	13	1
75	13	1
85	13	1
87	13	1
89	13	1
90	13	1
100	13	1
101	13	1
102	13	1
104	13	1
105	13	1
3	14	1
65	14	1
67	14	1
75	14	1
84	14	1
100	14	1
3	15	1
65	15	1
68	15	1
70	15	1
74	15	1
76	15	1
85	15	1
87	15	1
100	15	1
101	15	1
102	15	1
103	15	1
107	15	1
3	16	1
5	16	1
8	16	1
11	16	1
63	16	1
65	16	1
67	16	1
68	16	1
70	16	1
71	16	1
74	16	1
75	16	1
76	16	1
79	16	1
85	16	1
87	16	1
91	16	1
97	16	1
100	16	1
101	16	1
102	16	1
103	16	1
104	16	1
107	16	1
3	17	1
8	17	1
67	17	1
68	17	1
70	17	1
71	17	1
74	17	1
76	17	1
83	17	1
84	17	1
85	17	1
87	17	1
89	17	1
90	17	1
91	17	1
97	17	1
100	17	1
101	17	1
102	17	1
103	17	1
104	17	1
105	17	1
107	17	1
74	18	1
81	18	1
5	19	1
11	19	1
65	19	1
68	19	1
70	19	1
79	19	1
83	19	1
90	19	1
103	19	1
65	20	1
67	21	1
4	22	1
5	22	1
11	22	1
12	22	1
65	22	1
86	22	1
94	22	1
108	22	1
5	23	1
11	23	1
63	23	1
64	23	1
65	23	1
67	23	1
68	23	1
70	23	1
74	23	1
75	23	1
76	23	1
79	23	1
80	23	1
81	23	1
82	23	1
83	23	1
84	23	1
85	23	1
87	23	1
90	23	1
91	23	1
99	23	1
100	23	1
101	23	1
102	23	1
103	23	1
104	23	1
3	24	1
5	24	1
8	24	1
11	24	1
64	24	1
65	24	1
67	24	1
68	24	1
70	24	1
74	24	1
76	24	1
80	24	1
81	24	1
82	24	1
84	24	1
87	24	1
91	24	1
100	24	1
101	24	1
102	24	1
103	24	1
104	24	1
67	25	1
90	25	1
3	26	1
8	26	1
63	26	1
64	26	1
65	26	1
67	26	1
68	26	1
70	26	1
76	26	1
79	26	1
84	26	1
85	26	1
87	26	1
90	26	1
91	26	1
100	26	1
101	26	1
102	26	1
67	27	1
80	27	1
81	27	1
85	27	1
100	27	1
5	28	1
11	28	1
63	28	1
64	28	1
65	28	1
67	28	1
68	28	1
69	28	1
70	28	1
74	28	1
75	28	1
76	28	1
80	28	1
81	28	1
82	28	1
84	28	1
85	28	1
87	28	1
90	28	1
91	28	1
97	28	1
101	28	1
102	28	1
104	28	1
106	28	1
71	29	1
5	30	1
11	30	1
63	30	1
68	30	1
70	30	1
74	30	1
75	30	1
76	30	1
79	30	1
81	30	1
87	30	1
91	30	1
102	30	1
107	30	1
5	31	1
11	31	1
63	31	1
65	31	1
67	31	1
68	31	1
70	31	1
74	31	1
75	31	1
79	31	1
80	31	1
84	31	1
85	31	1
87	31	1
90	31	1
102	31	1
104	31	1
106	31	1
107	31	1
5	32	1
11	32	1
65	32	1
67	32	1
68	32	1
69	32	1
70	32	1
74	32	1
75	32	1
81	32	1
87	32	1
90	32	1
100	32	1
102	32	1
103	32	1
104	32	1
3	33	1
5	33	1
7	33	1
11	33	1
63	33	1
64	33	1
65	33	1
67	33	1
68	33	1
69	33	1
75	33	1
76	33	1
79	33	1
82	33	1
83	33	1
90	33	1
96	33	1
100	33	1
101	33	1
106	33	1
3	34	1
8	34	1
63	34	1
65	34	1
67	34	1
68	34	1
70	34	1
74	34	1
75	34	1
76	34	1
81	34	1
83	34	1
84	34	1
85	34	1
87	34	1
89	34	1
90	34	1
91	34	1
97	34	1
100	34	1
101	34	1
102	34	1
104	34	1
105	34	1
106	34	1
68	35	1
