29	35	1
30	35	1
34	35	1
39	35	1
41	35	1
42	35	1
45	35	1
47	35	1
51	35	1
58	35	1
61	35	1
68	35	1
69	35	1
70	35	1
71	35	1
72	35	1
152	35	1
153	35	1
154	35	1
65	36	1
66	36	1
149	36	1
133	37	1
13	38	1
24	38	1
35	39	1
46	39	1
64	39	1
68	39	1
69	39	1
70	39	1
133	40	1
35	41	1
46	41	1
68	41	1
69	41	1
70	41	1
13	42	1
24	42	1
35	42	1
46	42	1
122	43	1
13	44	1
24	44	1
13	45	1
24	45	1
35	45	1
46	45	1
1	46	1
3	46	1
4	46	1
5	46	1
7	46	1
10	46	1
11	46	1
14	46	1
18	46	1
19	46	1
22	46	1
23	46	1
25	46	1
29	46	1
30	46	1
34	46	1
39	46	1
41	46	1
42	46	1
45	46	1
47	46	1
51	46	1
59	46	1
61	46	1
68	46	1
69	46	1
70	46	1
71	46	1
72	46	1
119	46	1
152	46	1
153	46	1
154	46	1
13	47	1
24	47	1
35	47	1
46	47	1
13	48	1
24	48	1
133	49	1
133	50	1
13	51	1
24	51	1
35	51	1
46	51	1
13	52	1
24	52	1
13	53	1
24	53	1
13	54	1
24	54	1
133	55	1
68	56	1
69	56	1
70	56	1
1	57	1
80	57	1
81	57	1
125	57	1
126	57	1
35	58	1
46	59	1
133	59	1
68	60	1
69	60	1
70	60	1
72	60	1
35	61	1
46	61	1
64	61	1
68	61	1
69	61	1
70	61	1
72	61	1
122	61	1
1	62	1
136	62	1
140	62	1
1	63	1
104	63	1
1	64	1
8	64	1
18	64	1
29	64	1
30	64	1
39	64	1
61	64	1
82	64	1
86	64	1
106	64	1
107	64	1
118	64	1
128	64	1
1	65	1
34	65	1
36	65	1
85	65	1
88	65	1
91	65	1
94	65	1
95	65	1
121	65	1
123	65	1
127	65	1
134	65	1
137	65	1
139	65	1
149	65	1
1	66	1
34	66	1
36	66	1
88	66	1
91	66	1
94	66	1
123	66	1
137	66	1
139	66	1
149	66	1
1	67	1
6	67	1
96	67	1
130	67	1
131	67	1
1	68	1
3	68	1
4	68	1
5	68	1
6	68	1
7	68	1
13	68	1
14	68	1
24	68	1
25	68	1
29	68	1
30	68	1
35	68	1
39	68	1
41	68	1
46	68	1
56	68	1
60	68	1
61	68	1
68	68	1
69	68	1
70	68	1
71	68	1
72	68	1
98	68	1
99	68	1
101	68	1
122	68	1
1	69	1
3	69	1
4	69	1
5	69	1
6	69	1
7	69	1
13	69	1
14	69	1
24	69	1
25	69	1
29	69	1
30	69	1
35	69	1
39	69	1
41	69	1
46	69	1
56	69	1
60	69	1
61	69	1
68	69	1
70	69	1
71	69	1
72	69	1
73	69	1
99	69	1
101	69	1
122	69	1
1	70	1
3	70	1
4	70	1
5	70	1
6	70	1
7	70	1
13	70	1
14	70	1
24	70	1
25	70	1
29	70	1
30	70	1
35	70	1
39	70	1
41	70	1
46	70	1
56	70	1
60	70	1
61	70	1
68	70	1
69	70	1
71	70	1
72	70	1
99	70	1
101	70	1
112	70	1
122	70	1
1	71	1
3	71	1
4	71	1
5	71	1
6	71	1
13	71	1
24	71	1
29	71	1
35	71	1
46	71	1
68	71	1
69	71	1
70	71	1
72	71	1
98	71	1
122	71	1
1	72	1
3	72	1
4	72	1
5	72	1
6	72	1
7	72	1
13	72	1
24	72	1
29	72	1
30	72	1
35	72	1
46	72	1
60	72	1
61	72	1
68	72	1
69	72	1
70	72	1
71	72	1
93	72	1
98	72	1
99	72	1
101	72	1
122	72	1
69	73	1
13	74	1
142	74	1
143	74	1
145	74	1
13	75	1
142	75	1
143	75	1
145	75	1
150	76	1
144	77	1
1	78	1
96	78	1
2	79	1
144	79	1
57	80	1
57	81	1
64	82	1
122	83	1
133	83	1
133	84	1
65	85	1
64	86	1
149	87	1
65	88	1
66	88	1
1	89	1
97	89	1
124	89	1
135	89	1
149	90	1
65	91	1
66	91	1
13	92	1
142	92	1
143	92	1
145	92	1
72	93	1
65	94	1
66	94	1
65	95	1
67	96	1
78	96	1
137	96	1
140	96	1
141	96	1
147	96	1
148	96	1
89	97	1
68	98	1
71	98	1
72	98	1
68	99	1
69	99	1
70	99	1
72	99	1
1	100	1
115	100	1
150	100	1
68	101	1
69	101	1
70	101	1
72	101	1
122	102	1
122	103	1
63	104	1
2	105	1
144	105	1
146	105	1
64	106	1
64	107	1
122	108	1
133	109	1
133	110	1
1	111	1
120	111	1
136	111	1
138	111	1
70	112	1
122	113	1
2	114	1
144	114	1
100	115	1
149	116	1
13	117	1
142	117	1
143	117	1
145	117	1
64	118	1
46	119	1
111	120	1
65	121	1
127	121	1
139	121	1
1	122	1
3	122	1
4	122	1
5	122	1
6	122	1
16	122	1
18	122	1
21	122	1
23	122	1
25	122	1
32	122	1
43	122	1
61	122	1
68	122	1
69	122	1
70	122	1
71	122	1
72	122	1
83	122	1
102	122	1
103	122	1
108	122	1
113	122	1
129	122	1
132	122	1
151	122	1
65	123	1
66	123	1
89	124	1
57	125	1
57	126	1
65	127	1
121	127	1
64	128	1
122	129	1
67	130	1
147	130	1
67	131	1
122	132	1
1	133	1
16	133	1
17	133	1
26	133	1
28	133	1
33	133	1
37	133	1
40	133	1
49	133	1
50	133	1
55	133	1
59	133	1
83	133	1
84	133	1
109	133	1
110	133	1
151	133	1
65	134	1
89	135	1
135	135	1
62	136	1
111	136	1
136	136	1
138	136	1
140	136	1
65	137	1
66	137	1
96	137	1
111	138	1
136	138	1
65	139	1
66	139	1
121	139	1
62	140	1
96	140	1
136	140	1
96	141	1
74	142	1
75	142	1
92	142	1
117	142	1
74	143	1
75	143	1
92	143	1
117	143	1
1	144	1
77	144	1
79	144	1
105	144	1
114	144	1
74	145	1
75	145	1
92	145	1
117	145	1
105	146	1
96	147	1
130	147	1
96	148	1
34	149	1
36	149	1
65	149	1
66	149	1
87	149	1
90	149	1
116	149	1
76	150	1
100	150	1
150	150	1
122	151	1
133	151	1
13	152	1
24	152	1
35	152	1
46	152	1
13	153	1
24	153	1
35	153	1
46	153	1
13	154	1
24	154	1
35	154	1
46	154	1
